Yarlip1	yarrowiacyc	Similarity_Yarlip1.to.yarrowiacyc	Similarity_yarrowiacyc.to.Yarlip1
jgi|Yarlip1|127949|fgenesh1_kg.9_#_162_#_TRINITY_DN9298_c0_g1_i1	gnl|YARROWIA|G1FV3-27226-MONOMER	100.0	100.0
jgi|Yarlip1|127921|fgenesh1_kg.9_#_134_#_TRINITY_DN4765_c0_g1_i1	gnl|YARROWIA|G1FV3-27243-MONOMER	100.0	100.0
jgi|Yarlip1|127920|fgenesh1_kg.9_#_133_#_TRINITY_DN3817_c1_g1_i1	gnl|YARROWIA|G1FV3-27244-MONOMER	100.0	100.0
jgi|Yarlip1|127911|fgenesh1_kg.9_#_124_#_TRINITY_DN11132_c0_g1_i1	gnl|YARROWIA|G1FV3-27249-MONOMER	100.0	100.0
jgi|Yarlip1|127906|fgenesh1_kg.9_#_119_#_TRINITY_DN2554_c0_g2_i1	gnl|YARROWIA|G1FV3-27251-MONOMER	100.0	100.0
jgi|Yarlip1|127903|fgenesh1_kg.9_#_116_#_TRINITY_DN5105_c0_g1_i1	gnl|YARROWIA|G1FV3-27252-MONOMER	100.0	100.0
jgi|Yarlip1|127900|fgenesh1_kg.9_#_113_#_TRINITY_DN2165_c0_g1_i1	gnl|YARROWIA|G1FV3-27253-MONOMER	100.0	100.0
jgi|Yarlip1|127895|fgenesh1_kg.9_#_108_#_TRINITY_DN8289_c0_g1_i1	gnl|YARROWIA|G1FV3-27260-MONOMER	100.0	100.0
jgi|Yarlip1|127894|fgenesh1_kg.9_#_107_#_TRINITY_DN11009_c0_g1_i1	gnl|YARROWIA|G1FV3-27261-MONOMER	100.0	100.0
jgi|Yarlip1|127948|fgenesh1_kg.9_#_161_#_TRINITY_DN1229_c0_g1_i1	gnl|YARROWIA|G1FV3-27227-MONOMER	100.0	100.0
jgi|Yarlip1|127951|fgenesh1_kg.9_#_164_#_TRINITY_DN2747_c1_g1_i1	gnl|YARROWIA|G1FV3-27225-MONOMER	100.0	100.0
jgi|Yarlip1|128019|fgenesh1_kg.9_#_232_#_TRINITY_DN2175_c0_g1_i1	gnl|YARROWIA|G1FV3-27180-MONOMER	100.0	100.0
jgi|Yarlip1|127977|fgenesh1_kg.9_#_190_#_TRINITY_DN9999_c0_g1_i1	gnl|YARROWIA|G1FV3-27205-MONOMER	100.0	100.0
jgi|Yarlip1|128011|fgenesh1_kg.9_#_224_#_TRINITY_DN4655_c0_g2_i1	gnl|YARROWIA|G1FV3-27183-MONOMER	100.0	100.0
jgi|Yarlip1|128009|fgenesh1_kg.9_#_222_#_TRINITY_DN7810_c0_g2_i1	gnl|YARROWIA|G1FV3-27184-MONOMER	100.0	100.0
jgi|Yarlip1|128004|fgenesh1_kg.9_#_217_#_TRINITY_DN2684_c0_g1_i2	gnl|YARROWIA|G1FV3-27186-MONOMER	100.0	100.0
jgi|Yarlip1|128002|fgenesh1_kg.9_#_215_#_TRINITY_DN2684_c1_g1_i1	gnl|YARROWIA|G1FV3-27187-MONOMER	100.0	100.0
jgi|Yarlip1|128001|fgenesh1_kg.9_#_214_#_TRINITY_DN11404_c0_g1_i1	gnl|YARROWIA|G1FV3-27188-MONOMER	100.0	100.0
jgi|Yarlip1|127994|fgenesh1_kg.9_#_207_#_TRINITY_DN9251_c0_g1_i1	gnl|YARROWIA|G1FV3-27195-MONOMER	100.0	100.0
jgi|Yarlip1|127988|fgenesh1_kg.9_#_201_#_TRINITY_DN668_c0_g1_i1	gnl|YARROWIA|G1FV3-27197-MONOMER	100.0	100.0
jgi|Yarlip1|127978|fgenesh1_kg.9_#_191_#_TRINITY_DN7848_c0_g1_i1	gnl|YARROWIA|G1FV3-27204-MONOMER	100.0	100.0
jgi|Yarlip1|127976|fgenesh1_kg.9_#_189_#_TRINITY_DN11393_c0_g1_i1	gnl|YARROWIA|G1FV3-27206-MONOMER	100.0	100.0
jgi|Yarlip1|127957|fgenesh1_kg.9_#_170_#_TRINITY_DN4708_c0_g1_i1	gnl|YARROWIA|G1FV3-27218-MONOMER	100.0	100.0
jgi|Yarlip1|127974|fgenesh1_kg.9_#_187_#_TRINITY_DN9661_c0_g1_i1	gnl|YARROWIA|G1FV3-27208-MONOMER	100.0	100.0
jgi|Yarlip1|127971|fgenesh1_kg.9_#_184_#_TRINITY_DN6204_c0_g1_i1	gnl|YARROWIA|G1FV3-27209-MONOMER	100.0	100.0
jgi|Yarlip1|127968|fgenesh1_kg.9_#_181_#_TRINITY_DN2589_c1_g1_i1	gnl|YARROWIA|G1FV3-27210-MONOMER	100.0	100.0
jgi|Yarlip1|127967|fgenesh1_kg.9_#_180_#_TRINITY_DN3098_c0_g1_i1	gnl|YARROWIA|G1FV3-27211-MONOMER	100.0	100.0
jgi|Yarlip1|127965|fgenesh1_kg.9_#_178_#_TRINITY_DN3542_c0_g1_i1	gnl|YARROWIA|G1FV3-27213-MONOMER	100.0	100.0
jgi|Yarlip1|127964|fgenesh1_kg.9_#_177_#_TRINITY_DN8056_c0_g1_i1	gnl|YARROWIA|G1FV3-27214-MONOMER	100.0	100.0
jgi|Yarlip1|127963|fgenesh1_kg.9_#_176_#_TRINITY_DN1554_c0_g1_i1	gnl|YARROWIA|G1FV3-27215-MONOMER	100.0	100.0
jgi|Yarlip1|127961|fgenesh1_kg.9_#_174_#_TRINITY_DN2791_c0_g1_i1	gnl|YARROWIA|G1FV3-27216-MONOMER	100.0	100.0
jgi|Yarlip1|128151|fgenesh1_kg.9_#_364_#_TRINITY_DN2094_c0_g2_i1	gnl|YARROWIA|G1FV3-27103-MONOMER	100.0	100.0
jgi|Yarlip1|128154|fgenesh1_kg.9_#_367_#_TRINITY_DN11087_c0_g1_i1	gnl|YARROWIA|G1FV3-27101-MONOMER	100.0	100.0
jgi|Yarlip1|128417|fgenesh1_kg.10_#_204_#_TRINITY_DN10990_c0_g1_i1	gnl|YARROWIA|G1FV3-24788-MONOMER	100.0	100.0
jgi|Yarlip1|128312|fgenesh1_kg.10_#_99_#_TRINITY_DN8485_c0_g1_i1	gnl|YARROWIA|G1FV3-24726-MONOMER	100.0	100.0
jgi|Yarlip1|128337|fgenesh1_kg.10_#_124_#_TRINITY_DN3004_c0_g1_i1	gnl|YARROWIA|G1FV3-24741-MONOMER	100.0	100.0
jgi|Yarlip1|128327|fgenesh1_kg.10_#_114_#_TRINITY_DN1468_c0_g1_i1	gnl|YARROWIA|G1FV3-24737-MONOMER	100.0	100.0
jgi|Yarlip1|128326|fgenesh1_kg.10_#_113_#_TRINITY_DN1053_c0_g1_i1	gnl|YARROWIA|G1FV3-24736-MONOMER	100.0	100.0
jgi|Yarlip1|128321|fgenesh1_kg.10_#_108_#_TRINITY_DN6450_c0_g1_i1	gnl|YARROWIA|G1FV3-24734-MONOMER	100.0	100.0
jgi|Yarlip1|128320|fgenesh1_kg.10_#_107_#_TRINITY_DN10806_c0_g1_i1	gnl|YARROWIA|G1FV3-24732-MONOMER	100.0	100.0
jgi|Yarlip1|128317|fgenesh1_kg.10_#_104_#_TRINITY_DN1367_c0_g2_i1	gnl|YARROWIA|G1FV3-24731-MONOMER	100.0	100.0
jgi|Yarlip1|128316|fgenesh1_kg.10_#_103_#_TRINITY_DN10952_c0_g1_i1	gnl|YARROWIA|G1FV3-24730-MONOMER	100.0	100.0
jgi|Yarlip1|128313|fgenesh1_kg.10_#_100_#_TRINITY_DN3412_c0_g1_i1	gnl|YARROWIA|G1FV3-24727-MONOMER	100.0	100.0
jgi|Yarlip1|128310|fgenesh1_kg.10_#_97_#_TRINITY_DN534_c0_g2_i1	gnl|YARROWIA|G1FV3-24725-MONOMER	100.0	100.0
jgi|Yarlip1|128349|fgenesh1_kg.10_#_136_#_TRINITY_DN6796_c0_g1_i1	gnl|YARROWIA|G1FV3-24748-MONOMER	100.0	100.0
jgi|Yarlip1|128308|fgenesh1_kg.10_#_95_#_TRINITY_DN6848_c0_g1_i1	gnl|YARROWIA|G1FV3-24724-MONOMER	100.0	100.0
jgi|Yarlip1|128294|fgenesh1_kg.10_#_81_#_TRINITY_DN3797_c0_g1_i1	gnl|YARROWIA|G1FV3-24716-MONOMER	100.0	100.0
jgi|Yarlip1|128292|fgenesh1_kg.10_#_79_#_TRINITY_DN7704_c0_g1_i1	gnl|YARROWIA|G1FV3-24714-MONOMER	100.0	100.0
jgi|Yarlip1|128291|fgenesh1_kg.10_#_78_#_TRINITY_DN4646_c0_g1_i1	gnl|YARROWIA|G1FV3-24713-MONOMER	100.0	100.0
jgi|Yarlip1|128290|fgenesh1_kg.10_#_77_#_TRINITY_DN883_c0_g2_i1	gnl|YARROWIA|G1FV3-24712-MONOMER	100.0	100.0
jgi|Yarlip1|128283|fgenesh1_kg.10_#_70_#_TRINITY_DN1835_c1_g1_i1	gnl|YARROWIA|G1FV3-24708-MONOMER	100.0	100.0
jgi|Yarlip1|128275|fgenesh1_kg.10_#_62_#_TRINITY_DN7114_c0_g1_i1	gnl|YARROWIA|G1FV3-24706-MONOMER	100.0	100.0
jgi|Yarlip1|128274|fgenesh1_kg.10_#_61_#_TRINITY_DN2311_c0_g1_i1	gnl|YARROWIA|G1FV3-24703-MONOMER	100.0	100.0
jgi|Yarlip1|128340|fgenesh1_kg.10_#_127_#_TRINITY_DN1783_c0_g1_i2	gnl|YARROWIA|G1FV3-24742-MONOMER	100.0	100.0
jgi|Yarlip1|128352|fgenesh1_kg.10_#_139_#_TRINITY_DN7726_c0_g1_i1	gnl|YARROWIA|G1FV3-24750-MONOMER	100.0	100.0
jgi|Yarlip1|128265|fgenesh1_kg.10_#_52_#_TRINITY_DN2038_c0_g1_i1	gnl|YARROWIA|G1FV3-24699-MONOMER	100.0	100.0
jgi|Yarlip1|128391|fgenesh1_kg.10_#_178_#_TRINITY_DN10269_c0_g1_i1	gnl|YARROWIA|G1FV3-24772-MONOMER	100.0	100.0
jgi|Yarlip1|128413|fgenesh1_kg.10_#_200_#_TRINITY_DN1840_c0_g1_i1	gnl|YARROWIA|G1FV3-24786-MONOMER	100.0	100.0
jgi|Yarlip1|128410|fgenesh1_kg.10_#_197_#_TRINITY_DN6232_c0_g1_i1	gnl|YARROWIA|G1FV3-24785-MONOMER	100.0	100.0
jgi|Yarlip1|128409|fgenesh1_kg.10_#_196_#_TRINITY_DN3470_c0_g1_i1	gnl|YARROWIA|G1FV3-24784-MONOMER	100.0	100.0
jgi|Yarlip1|128403|fgenesh1_kg.10_#_190_#_TRINITY_DN4650_c0_g1_i1	gnl|YARROWIA|G1FV3-24780-MONOMER	100.0	100.0
jgi|Yarlip1|128400|fgenesh1_kg.10_#_187_#_TRINITY_DN11048_c0_g1_i1	gnl|YARROWIA|G1FV3-24778-MONOMER	100.0	100.0
jgi|Yarlip1|128398|fgenesh1_kg.10_#_185_#_TRINITY_DN9644_c0_g1_i1	gnl|YARROWIA|G1FV3-24777-MONOMER	100.0	100.0
jgi|Yarlip1|128393|fgenesh1_kg.10_#_180_#_TRINITY_DN11135_c0_g1_i1	gnl|YARROWIA|G1FV3-24774-MONOMER	100.0	100.0
jgi|Yarlip1|128392|fgenesh1_kg.10_#_179_#_TRINITY_DN3126_c0_g1_i1	gnl|YARROWIA|G1FV3-24773-MONOMER	100.0	100.0
jgi|Yarlip1|128386|fgenesh1_kg.10_#_173_#_TRINITY_DN1807_c1_g1_i1	gnl|YARROWIA|G1FV3-24769-MONOMER	100.0	100.0
jgi|Yarlip1|128355|fgenesh1_kg.10_#_142_#_TRINITY_DN2795_c0_g1_i1	gnl|YARROWIA|G1FV3-24752-MONOMER	100.0	100.0
jgi|Yarlip1|128383|fgenesh1_kg.10_#_170_#_TRINITY_DN580_c0_g2_i1	gnl|YARROWIA|G1FV3-24766-MONOMER	100.0	100.0
jgi|Yarlip1|128380|fgenesh1_kg.10_#_167_#_TRINITY_DN7807_c0_g1_i1	gnl|YARROWIA|G1FV3-24765-MONOMER	100.0	100.0
jgi|Yarlip1|128377|fgenesh1_kg.10_#_164_#_TRINITY_DN9720_c0_g1_i1	gnl|YARROWIA|G1FV3-24764-MONOMER	100.0	100.0
jgi|Yarlip1|128374|fgenesh1_kg.10_#_161_#_TRINITY_DN2807_c1_g1_i1	gnl|YARROWIA|G1FV3-24762-MONOMER	100.0	100.0
jgi|Yarlip1|128370|fgenesh1_kg.10_#_157_#_TRINITY_DN1393_c0_g1_i1	gnl|YARROWIA|G1FV3-24760-MONOMER	100.0	100.0
jgi|Yarlip1|128366|fgenesh1_kg.10_#_153_#_TRINITY_DN3892_c0_g1_i1	gnl|YARROWIA|G1FV3-24758-MONOMER	100.0	100.0
jgi|Yarlip1|128364|fgenesh1_kg.10_#_151_#_TRINITY_DN6444_c0_g1_i1	gnl|YARROWIA|G1FV3-24757-MONOMER	100.0	100.0
jgi|Yarlip1|128362|fgenesh1_kg.10_#_149_#_TRINITY_DN11511_c0_g1_i1	gnl|YARROWIA|G1FV3-24756-MONOMER	100.0	100.0
jgi|Yarlip1|128270|fgenesh1_kg.10_#_57_#_TRINITY_DN4082_c0_g1_i1	gnl|YARROWIA|G1FV3-24701-MONOMER	100.0	100.0
jgi|Yarlip1|128264|fgenesh1_kg.10_#_51_#_TRINITY_DN9677_c0_g1_i1	gnl|YARROWIA|G1FV3-24698-MONOMER	100.0	100.0
jgi|Yarlip1|128155|fgenesh1_kg.9_#_368_#_TRINITY_DN3513_c0_g1_i1	gnl|YARROWIA|G1FV3-27100-MONOMER	100.0	100.0
jgi|Yarlip1|128181|fgenesh1_kg.9_#_394_#_TRINITY_DN11552_c0_g1_i1	gnl|YARROWIA|G1FV3-27083-MONOMER	100.0	100.0
jgi|Yarlip1|128201|fgenesh1_kg.9_#_414_#_TRINITY_DN11177_c0_g1_i1	gnl|YARROWIA|G1FV3-27067-MONOMER	100.0	100.0
jgi|Yarlip1|128200|fgenesh1_kg.9_#_413_#_TRINITY_DN10947_c1_g1_i1	gnl|YARROWIA|G1FV3-27068-MONOMER	100.0	100.0
jgi|Yarlip1|128199|fgenesh1_kg.9_#_412_#_TRINITY_DN10947_c0_g1_i1	gnl|YARROWIA|G1FV3-27069-MONOMER	100.0	100.0
jgi|Yarlip1|128197|fgenesh1_kg.9_#_410_#_TRINITY_DN4779_c0_g1_i1	gnl|YARROWIA|G1FV3-27070-MONOMER	100.0	100.0
jgi|Yarlip1|128193|fgenesh1_kg.9_#_406_#_TRINITY_DN10253_c0_g1_i1	gnl|YARROWIA|G1FV3-27075-MONOMER	100.0	100.0
jgi|Yarlip1|128190|fgenesh1_kg.9_#_403_#_TRINITY_DN2625_c0_g1_i1	gnl|YARROWIA|G1FV3-27077-MONOMER	100.0	100.0
jgi|Yarlip1|128187|fgenesh1_kg.9_#_400_#_TRINITY_DN886_c0_g1_i1	gnl|YARROWIA|G1FV3-27079-MONOMER	100.0	100.0
jgi|Yarlip1|128182|fgenesh1_kg.9_#_395_#_TRINITY_DN4916_c0_g1_i1	gnl|YARROWIA|G1FV3-27082-MONOMER	100.0	100.0
jgi|Yarlip1|128180|fgenesh1_kg.9_#_393_#_TRINITY_DN2146_c0_g1_i2	gnl|YARROWIA|G1FV3-27084-MONOMER	100.0	100.0
jgi|Yarlip1|128215|fgenesh1_kg.10_#_2_#_TRINITY_DN2968_c0_g5_i1	gnl|YARROWIA|G1FV3-24664-MONOMER	100.0	100.0
jgi|Yarlip1|128178|fgenesh1_kg.9_#_391_#_TRINITY_DN9390_c0_g1_i1	gnl|YARROWIA|G1FV3-27085-MONOMER	100.0	100.0
jgi|Yarlip1|128174|fgenesh1_kg.9_#_387_#_TRINITY_DN3473_c0_g1_i1	gnl|YARROWIA|G1FV3-27087-MONOMER	100.0	100.0
jgi|Yarlip1|128172|fgenesh1_kg.9_#_385_#_TRINITY_DN5145_c0_g1_i1	gnl|YARROWIA|G1FV3-27089-MONOMER	100.0	100.0
jgi|Yarlip1|128170|fgenesh1_kg.9_#_383_#_TRINITY_DN6552_c1_g1_i1	gnl|YARROWIA|G1FV3-27091-MONOMER	100.0	100.0
jgi|Yarlip1|128166|fgenesh1_kg.9_#_379_#_TRINITY_DN1109_c0_g2_i1	gnl|YARROWIA|G1FV3-27093-MONOMER	100.0	100.0
jgi|Yarlip1|128163|fgenesh1_kg.9_#_376_#_TRINITY_DN6887_c0_g1_i1	gnl|YARROWIA|G1FV3-27094-MONOMER	100.0	100.0
jgi|Yarlip1|128161|fgenesh1_kg.9_#_374_#_TRINITY_DN796_c0_g1_i1	gnl|YARROWIA|G1FV3-27095-MONOMER	100.0	100.0
jgi|Yarlip1|128157|fgenesh1_kg.9_#_370_#_TRINITY_DN8079_c0_g1_i1	gnl|YARROWIA|G1FV3-27098-MONOMER	100.0	100.0
jgi|Yarlip1|128206|fgenesh1_kg.9_#_419_#_TRINITY_DN6257_c0_g1_i1	gnl|YARROWIA|G1FV3-27065-MONOMER	100.0	100.0
jgi|Yarlip1|128216|fgenesh1_kg.10_#_3_#_TRINITY_DN6176_c0_g1_i1	gnl|YARROWIA|G1FV3-24666-MONOMER	100.0	100.0
jgi|Yarlip1|128263|fgenesh1_kg.10_#_50_#_TRINITY_DN3484_c0_g1_i1	gnl|YARROWIA|G1FV3-24697-MONOMER	100.0	100.0
jgi|Yarlip1|128243|fgenesh1_kg.10_#_30_#_TRINITY_DN2840_c3_g3_i1	gnl|YARROWIA|G1FV3-24685-MONOMER	100.0	100.0
jgi|Yarlip1|128262|fgenesh1_kg.10_#_49_#_TRINITY_DN3215_c0_g1_i1	gnl|YARROWIA|G1FV3-24696-MONOMER	100.0	100.0
jgi|Yarlip1|128261|fgenesh1_kg.10_#_48_#_TRINITY_DN5245_c1_g1_i1	gnl|YARROWIA|G1FV3-24695-MONOMER	100.0	100.0
jgi|Yarlip1|128258|fgenesh1_kg.10_#_45_#_TRINITY_DN9996_c0_g1_i1	gnl|YARROWIA|G1FV3-24693-MONOMER	100.0	100.0
jgi|Yarlip1|128255|fgenesh1_kg.10_#_42_#_TRINITY_DN1153_c0_g1_i1	gnl|YARROWIA|G1FV3-24692-MONOMER	100.0	100.0
jgi|Yarlip1|128254|fgenesh1_kg.10_#_41_#_TRINITY_DN611_c0_g2_i1	gnl|YARROWIA|G1FV3-24691-MONOMER	100.0	100.0
jgi|Yarlip1|128251|fgenesh1_kg.10_#_38_#_TRINITY_DN83_c0_g1_i1	gnl|YARROWIA|G1FV3-24690-MONOMER	100.0	100.0
jgi|Yarlip1|128247|fgenesh1_kg.10_#_34_#_TRINITY_DN9633_c2_g1_i1	gnl|YARROWIA|G1FV3-24687-MONOMER	100.0	100.0
jgi|Yarlip1|128246|fgenesh1_kg.10_#_33_#_TRINITY_DN9633_c1_g1_i1	gnl|YARROWIA|G1FV3-24686-MONOMER	100.0	100.0
jgi|Yarlip1|128239|fgenesh1_kg.10_#_26_#_TRINITY_DN2538_c0_g2_i1	gnl|YARROWIA|G1FV3-24682-MONOMER	100.0	100.0
jgi|Yarlip1|128217|fgenesh1_kg.10_#_4_#_TRINITY_DN8031_c0_g1_i1	gnl|YARROWIA|G1FV3-24667-MONOMER	100.0	100.0
jgi|Yarlip1|128231|fgenesh1_kg.10_#_18_#_TRINITY_DN257_c0_g1_i1	gnl|YARROWIA|G1FV3-24678-MONOMER	100.0	100.0
jgi|Yarlip1|128228|fgenesh1_kg.10_#_15_#_TRINITY_DN11021_c0_g1_i1	gnl|YARROWIA|G1FV3-24677-MONOMER	100.0	100.0
jgi|Yarlip1|128227|fgenesh1_kg.10_#_14_#_TRINITY_DN2240_c0_g1_i1	gnl|YARROWIA|G1FV3-24676-MONOMER	100.0	100.0
jgi|Yarlip1|128225|fgenesh1_kg.10_#_12_#_TRINITY_DN11030_c1_g1_i1	gnl|YARROWIA|G1FV3-24675-MONOMER	100.0	100.0
jgi|Yarlip1|128222|fgenesh1_kg.10_#_9_#_TRINITY_DN3089_c0_g1_i1	gnl|YARROWIA|G1FV3-24672-MONOMER	100.0	100.0
jgi|Yarlip1|128221|fgenesh1_kg.10_#_8_#_TRINITY_DN3485_c0_g1_i1	gnl|YARROWIA|G1FV3-24671-MONOMER	100.0	100.0
jgi|Yarlip1|128219|fgenesh1_kg.10_#_6_#_TRINITY_DN4873_c0_g1_i1	gnl|YARROWIA|G1FV3-24669-MONOMER	100.0	100.0
jgi|Yarlip1|128218|fgenesh1_kg.10_#_5_#_TRINITY_DN4982_c0_g1_i1	gnl|YARROWIA|G1FV3-24668-MONOMER	100.0	100.0
jgi|Yarlip1|128952|fgenesh1_kg.11_#_264_#_TRINITY_DN535_c0_g2_i1	gnl|YARROWIA|G1FV3-29322-MONOMER	100.0	100.0
jgi|Yarlip1|128955|fgenesh1_kg.11_#_267_#_TRINITY_DN58_c0_g1_i1	gnl|YARROWIA|G1FV3-29323-MONOMER	100.0	100.0
jgi|Yarlip1|128967|fgenesh1_kg.11_#_279_#_TRINITY_DN2446_c0_g2_i1	gnl|YARROWIA|G1FV3-29328-MONOMER	100.0	100.0
jgi|Yarlip1|129645|fgenesh1_kg.13_#_243_#_TRINITY_DN11716_c0_g1_i1	gnl|YARROWIA|G1FV3-30353-MONOMER	100.0	100.0
jgi|Yarlip1|129666|fgenesh1_kg.13_#_264_#_TRINITY_DN899_c0_g1_i1	gnl|YARROWIA|G1FV3-30365-MONOMER	100.0	100.0
jgi|Yarlip1|129665|fgenesh1_kg.13_#_263_#_TRINITY_DN822_c0_g1_i1	gnl|YARROWIA|G1FV3-30364-MONOMER	100.0	100.0
jgi|Yarlip1|129663|fgenesh1_kg.13_#_261_#_TRINITY_DN6313_c0_g1_i1	gnl|YARROWIA|G1FV3-30363-MONOMER	100.0	100.0
jgi|Yarlip1|129659|fgenesh1_kg.13_#_257_#_TRINITY_DN9307_c0_g1_i1	gnl|YARROWIA|G1FV3-30360-MONOMER	100.0	100.0
jgi|Yarlip1|129656|fgenesh1_kg.13_#_254_#_TRINITY_DN1446_c0_g1_i1	gnl|YARROWIA|G1FV3-30359-MONOMER	100.0	100.0
jgi|Yarlip1|129655|fgenesh1_kg.13_#_253_#_TRINITY_DN9643_c0_g1_i1	gnl|YARROWIA|G1FV3-30357-MONOMER	100.0	100.0
jgi|Yarlip1|129652|fgenesh1_kg.13_#_250_#_TRINITY_DN220_c1_g1_i1	gnl|YARROWIA|G1FV3-30355-MONOMER	100.0	100.0
jgi|Yarlip1|129649|fgenesh1_kg.13_#_247_#_TRINITY_DN3643_c0_g1_i1	gnl|YARROWIA|G1FV3-30354-MONOMER	100.0	100.0
jgi|Yarlip1|129644|fgenesh1_kg.13_#_242_#_TRINITY_DN10897_c0_g1_i1	gnl|YARROWIA|G1FV3-30352-MONOMER	100.0	100.0
jgi|Yarlip1|129669|fgenesh1_kg.13_#_267_#_TRINITY_DN2427_c0_g2_i1	gnl|YARROWIA|G1FV3-30367-MONOMER	100.0	100.0
jgi|Yarlip1|129642|fgenesh1_kg.13_#_240_#_TRINITY_DN2005_c0_g1_i2	gnl|YARROWIA|G1FV3-30351-MONOMER	100.0	100.0
jgi|Yarlip1|129640|fgenesh1_kg.13_#_238_#_TRINITY_DN1271_c0_g1_i1	gnl|YARROWIA|G1FV3-30350-MONOMER	100.0	100.0
jgi|Yarlip1|129629|fgenesh1_kg.13_#_227_#_TRINITY_DN1701_c0_g1_i1	gnl|YARROWIA|G1FV3-30344-MONOMER	100.0	100.0
jgi|Yarlip1|129626|fgenesh1_kg.13_#_224_#_TRINITY_DN7449_c0_g1_i1	gnl|YARROWIA|G1FV3-30342-MONOMER	100.0	100.0
jgi|Yarlip1|129625|fgenesh1_kg.13_#_223_#_TRINITY_DN9392_c0_g1_i1	gnl|YARROWIA|G1FV3-30341-MONOMER	100.0	100.0
jgi|Yarlip1|129624|fgenesh1_kg.13_#_222_#_TRINITY_DN11833_c0_g1_i1	gnl|YARROWIA|G1FV3-30340-MONOMER	100.0	100.0
jgi|Yarlip1|129623|fgenesh1_kg.13_#_221_#_TRINITY_DN6749_c0_g1_i1	gnl|YARROWIA|G1FV3-30339-MONOMER	100.0	100.0
jgi|Yarlip1|129621|fgenesh1_kg.13_#_219_#_TRINITY_DN11124_c0_g1_i1	gnl|YARROWIA|G1FV3-30338-MONOMER	100.0	100.0
jgi|Yarlip1|129668|fgenesh1_kg.13_#_266_#_TRINITY_DN6581_c0_g1_i1	gnl|YARROWIA|G1FV3-30366-MONOMER	100.0	100.0
jgi|Yarlip1|129670|fgenesh1_kg.13_#_268_#_TRINITY_DN9646_c0_g1_i1	gnl|YARROWIA|G1FV3-30368-MONOMER	100.0	100.0
jgi|Yarlip1|129615|fgenesh1_kg.13_#_213_#_TRINITY_DN6190_c0_g1_i1	gnl|YARROWIA|G1FV3-30332-MONOMER	100.0	100.0
jgi|Yarlip1|129694|fgenesh1_kg.13_#_292_#_TRINITY_DN6351_c0_g1_i1	gnl|YARROWIA|G1FV3-30383-MONOMER	100.0	100.0
jgi|Yarlip1|129708|fgenesh1_kg.13_#_306_#_TRINITY_DN9830_c0_g1_i1	gnl|YARROWIA|G1FV3-30395-MONOMER	100.0	100.0
jgi|Yarlip1|129707|fgenesh1_kg.13_#_305_#_TRINITY_DN9708_c0_g1_i1	gnl|YARROWIA|G1FV3-30394-MONOMER	100.0	100.0
jgi|Yarlip1|129706|fgenesh1_kg.13_#_304_#_TRINITY_DN3044_c0_g1_i1	gnl|YARROWIA|G1FV3-30393-MONOMER	100.0	100.0
jgi|Yarlip1|129705|fgenesh1_kg.13_#_303_#_TRINITY_DN3044_c1_g1_i1	gnl|YARROWIA|G1FV3-30392-MONOMER	100.0	100.0
jgi|Yarlip1|129702|fgenesh1_kg.13_#_300_#_TRINITY_DN964_c0_g2_i1	gnl|YARROWIA|G1FV3-30390-MONOMER	100.0	100.0
jgi|Yarlip1|129701|fgenesh1_kg.13_#_299_#_TRINITY_DN1391_c2_g1_i1	gnl|YARROWIA|G1FV3-30389-MONOMER	100.0	100.0
jgi|Yarlip1|129700|fgenesh1_kg.13_#_298_#_TRINITY_DN1391_c0_g2_i1	gnl|YARROWIA|G1FV3-30388-MONOMER	100.0	100.0
jgi|Yarlip1|129698|fgenesh1_kg.13_#_296_#_TRINITY_DN1391_c3_g1_i1	gnl|YARROWIA|G1FV3-30387-MONOMER	100.0	100.0
jgi|Yarlip1|129693|fgenesh1_kg.13_#_291_#_TRINITY_DN9302_c0_g1_i1	gnl|YARROWIA|G1FV3-30382-MONOMER	100.0	100.0
jgi|Yarlip1|129676|fgenesh1_kg.13_#_274_#_TRINITY_DN4631_c0_g1_i1	gnl|YARROWIA|G1FV3-30371-MONOMER	100.0	100.0
jgi|Yarlip1|129692|fgenesh1_kg.13_#_290_#_TRINITY_DN8807_c0_g1_i1	gnl|YARROWIA|G1FV3-30381-MONOMER	100.0	100.0
jgi|Yarlip1|129691|fgenesh1_kg.13_#_289_#_TRINITY_DN9550_c1_g1_i1	gnl|YARROWIA|G1FV3-30380-MONOMER	100.0	100.0
jgi|Yarlip1|129690|fgenesh1_kg.13_#_288_#_TRINITY_DN9550_c0_g1_i1	gnl|YARROWIA|G1FV3-30379-MONOMER	100.0	100.0
jgi|Yarlip1|129684|fgenesh1_kg.13_#_282_#_TRINITY_DN1587_c0_g2_i1	gnl|YARROWIA|G1FV3-30376-MONOMER	100.0	100.0
jgi|Yarlip1|129681|fgenesh1_kg.13_#_279_#_TRINITY_DN298_c0_g1_i1	gnl|YARROWIA|G1FV3-30375-MONOMER	100.0	100.0
jgi|Yarlip1|129680|fgenesh1_kg.13_#_278_#_TRINITY_DN5350_c0_g1_i1	gnl|YARROWIA|G1FV3-30374-MONOMER	100.0	100.0
jgi|Yarlip1|129679|fgenesh1_kg.13_#_277_#_TRINITY_DN2217_c0_g1_i2	gnl|YARROWIA|G1FV3-30373-MONOMER	100.0	100.0
