#proteinId	gotermId	goName	gotermType	goAcc
548	2623	serine carboxypeptidase activity	molecular_function	GO:0004185
120806	18134	ATPase activity, coupled to transmembrane movement of ions	molecular_function	GO:0042625
120819	12037	small conjugating protein ligase activity	molecular_function	GO:0019787
120819	19152	post-translational protein modification	biological_process	GO:0043687
120819	24495	regulation of protein metabolic process	biological_process	GO:0051246
120819	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
120819	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
120819	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
120819	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
120819	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
120882	2632	pepsin A activity	molecular_function	GO:0004194
120882	4639	proteolysis	biological_process	GO:0006508
121019	3727	protein binding	molecular_function	GO:0005515
121019	5939	zinc ion binding	molecular_function	GO:0008270
121021	70	protein import into nucleus, docking	biological_process	GO:0000059
121021	3838	nucleus	cellular_component	GO:0005634
121021	3846	nuclear pore	cellular_component	GO:0005643
121021	3930	cytoplasm	cellular_component	GO:0005737
121021	4994	intracellular protein transport	biological_process	GO:0006886
121021	6212	protein transporter activity	molecular_function	GO:0008565
121021	3708	binding	molecular_function	GO:0005488
121026	3721	iron ion binding	molecular_function	GO:0005506
121026	9506	iron-sulfur cluster assembly	biological_process	GO:0016226
121026	24783	iron-sulfur cluster binding	molecular_function	GO:0051536
121035	2290	catalytic activity	molecular_function	GO:0003824
121035	5830	metabolic process	biological_process	GO:0008152
121035	5793	alpha-methylacyl-CoA racemase activity	molecular_function	GO:0008111
121040	2880	methylenetetrahydrofolate reductase (NADPH) activity	molecular_function	GO:0004489
121040	4685	methionine metabolic process	biological_process	GO:0006555
121062	6250	peptidyl-lysine modification to hypusine	biological_process	GO:0008612
121062	2609	deoxyhypusine synthase activity	molecular_function	GO:0004171
121062	16864	deoxyhypusine synthase activity	molecular_function	GO:0034038
121062	24237	spermidine catabolic process to deoxyhypusine, using deoxyhypusine synthase	biological_process	GO:0050983
121064	3736	ATP binding	molecular_function	GO:0005524
121064	4301	nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	biological_process	GO:0006139
121064	11478	nucleobase, nucleoside, nucleotide kinase activity	molecular_function	GO:0019205
121064	9974	phosphotransferase activity, phosphate group as acceptor	molecular_function	GO:0016776
121064	11474	nucleotide kinase activity	molecular_function	GO:0019201
121064	2461	adenylate kinase activity	molecular_function	GO:0004017
121091	3737	GTP binding	molecular_function	GO:0005525
121095	3727	protein binding	molecular_function	GO:0005515
121095	5239	cell communication	biological_process	GO:0007154
121095	17271	phosphoinositide binding	molecular_function	GO:0035091
121097	4513	rRNA processing	biological_process	GO:0006364
121097	14875	small subunit processome	cellular_component	GO:0032040
121105	3727	protein binding	molecular_function	GO:0005515
121105	2216	RNA binding	molecular_function	GO:0003723
121105	2175	nucleic acid binding	molecular_function	GO:0003676
121105	2205	transcription elongation regulator activity	molecular_function	GO:0003711
121105	4506	regulation of transcription from RNA polymerase II promoter	biological_process	GO:0006357
121111	754	pseudouridine synthesis	biological_process	GO:0001522
121111	2216	RNA binding	molecular_function	GO:0003723
121111	7550	pseudouridine synthase activity	molecular_function	GO:0009982
121112	2474	aldehyde dehydrogenase [NAD(P)+] activity	molecular_function	GO:0004030
121112	4249	aldehyde metabolic process	biological_process	GO:0006081
121112	5830	metabolic process	biological_process	GO:0008152
121112	9710	oxidoreductase activity	molecular_function	GO:0016491
121112	2473	aldehyde dehydrogenase (NAD) activity	molecular_function	GO:0004029
121119	5830	metabolic process	biological_process	GO:0008152
121119	2327	3-isopropylmalate dehydratase activity	molecular_function	GO:0003861
121119	6706	leucine biosynthetic process	biological_process	GO:0009098
121119	6913	3-isopropylmalate dehydratase complex	cellular_component	GO:0009316
121119	24786	4 iron, 4 sulfur cluster binding	molecular_function	GO:0051539
121124	2182	damaged DNA binding	molecular_function	GO:0003684
121124	3838	nucleus	cellular_component	GO:0005634
121124	4448	nucleotide-excision repair	biological_process	GO:0006289
121124	162	nucleotide binding	molecular_function	GO:0000166
121125	3932	mitochondrial envelope	cellular_component	GO:0005740
121125	4287	mitochondrial electron transport, ubiquinol to cytochrome c	biological_process	GO:0006122
121125	5803	ubiquinol-cytochrome-c reductase activity	molecular_function	GO:0008121
121130	5939	zinc ion binding	molecular_function	GO:0008270
121133	3433	Rab GTPase activator activity	molecular_function	GO:0005097
121133	3827	intracellular	cellular_component	GO:0005622
121133	15148	regulation of Rab GTPase activity	biological_process	GO:0032313
121135	2783	glycolipid 2-alpha-mannosyltransferase activity	molecular_function	GO:0004377
121135	4618	protein amino acid glycosylation	biological_process	GO:0006486
121135	9320	membrane	cellular_component	GO:0016020
121135	24	alpha-1,6-mannosyltransferase activity	molecular_function	GO:0000009
121135	42	alpha-1,2-mannosyltransferase activity	molecular_function	GO:0000026
121135	45	mannosyltransferase activity	molecular_function	GO:0000030
121135	48	alpha-1,3-mannosyltransferase activity	molecular_function	GO:0000033
121135	1170	alpha-1,3-galactosyltransferase activity	molecular_function	GO:0001962
121135	2430	UDP-glucose:glycoprotein glucosyltransferase activity	molecular_function	GO:0003980
121135	2782	glycolipid mannosyltransferase activity	molecular_function	GO:0004376
121135	2953	oligosaccharyl transferase activity	molecular_function	GO:0004576
121135	2959	dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity	molecular_function	GO:0004583
121135	6039	acetylglucosaminyltransferase activity	molecular_function	GO:0008375
121135	6040	acetylgalactosaminyltransferase activity	molecular_function	GO:0008376
121135	6042	galactosyltransferase activity	molecular_function	GO:0008378
121135	6077	fucosyltransferase activity	molecular_function	GO:0008417
121135	6376	O antigen polymerase activity	molecular_function	GO:0008755
121135	6535	lipopolysaccharide-1,6-galactosyltransferase activity	molecular_function	GO:0008921
121135	9532	UDP-N-acetylglucosamine-peptide N-acetylglucosaminyltransferase activity	molecular_function	GO:0016253
121135	9958	cellulose synthase activity	molecular_function	GO:0016759
121135	11017	9-phenanthrol UDP-glucuronosyltransferase activity	molecular_function	GO:0018715
121135	11018	1-phenanthrol glycosyltransferase activity	molecular_function	GO:0018716
121135	11019	9-phenanthrol glycosyltransferase activity	molecular_function	GO:0018717
121135	11020	1,2-dihydroxy-phenanthrene glycosyltransferase activity	molecular_function	GO:0018718
121135	11396	phenanthrol glycosyltransferase activity	molecular_function	GO:0019112
121135	11466	beta-1,4-mannosyltransferase activity	molecular_function	GO:0019187
121135	14119	alpha-1,2-galactosyltransferase activity	molecular_function	GO:0031278
121135	16390	dolichyl pyrophosphate Man7GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0033556
121135	17801	dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0042281
121135	17803	dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0042283
121135	19616	inositol phosphoceramide synthase activity	molecular_function	GO:0045140
121135	20962	glucosyltransferase activity	molecular_function	GO:0046527
121135	21342	alpha(1,3)-fucosyltransferase activity	molecular_function	GO:0046920
121135	21343	alpha(1,6)-fucosyltransferase activity	molecular_function	GO:0046921
121138	5765	N-acetyltransferase activity	molecular_function	GO:0008080
121138	5830	metabolic process	biological_process	GO:0008152
121144	6182	riboflavin kinase activity	molecular_function	GO:0008531
121144	6836	riboflavin biosynthetic process	biological_process	GO:0009231
121148	2227	structural constituent of ribosome	molecular_function	GO:0003735
121148	3827	intracellular	cellular_component	GO:0005622
121148	4025	ribosome	cellular_component	GO:0005840
121148	4556	translation	biological_process	GO:0006412
121150	153	rRNA modification	biological_process	GO:0000154
121150	175	rRNA (adenine-N6,N6-)-dimethyltransferase activity	molecular_function	GO:0000179
121150	6281	rRNA methyltransferase activity	molecular_function	GO:0008649
121166	4650	amino acid metabolic process	biological_process	GO:0006520
121166	6140	transaminase activity	molecular_function	GO:0008483
121166	2290	catalytic activity	molecular_function	GO:0003824
121166	6667	biosynthetic process	biological_process	GO:0009058
121166	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
121166	9967	transferase activity, transferring nitrogenous groups	molecular_function	GO:0016769
121166	2511	aspartate transaminase activity	molecular_function	GO:0004069
121173	4283	electron transport	biological_process	GO:0006118
121173	6664	electron carrier activity	molecular_function	GO:0009055
121173	24783	iron-sulfur cluster binding	molecular_function	GO:0051536
121173	24784	2 iron, 2 sulfur cluster binding	molecular_function	GO:0051537
121175	4994	intracellular protein transport	biological_process	GO:0006886
121175	9320	membrane	cellular_component	GO:0016020
121175	3727	protein binding	molecular_function	GO:0005515
121175	9480	vesicle-mediated transport	biological_process	GO:0016192
121185	2950	mannosyl-oligosaccharide glucosidase activity	molecular_function	GO:0004573
121185	6908	oligosaccharide metabolic process	biological_process	GO:0009311
121185	2290	catalytic activity	molecular_function	GO:0003824
121188	9971	phosphotransferase activity, alcohol group as acceptor	molecular_function	GO:0016773
121188	2825	inositol or phosphatidylinositol kinase activity	molecular_function	GO:0004428
121188	3708	binding	molecular_function	GO:0005488
121188	2826	1-phosphatidylinositol 4-kinase activity	molecular_function	GO:0004430
121198	3736	ATP binding	molecular_function	GO:0005524
121198	10082	ATPase activity	molecular_function	GO:0016887
121198	162	nucleotide binding	molecular_function	GO:0000166
121198	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
121198	4927	transport	biological_process	GO:0006810
121198	9321	integral to membrane	cellular_component	GO:0016021
121198	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
121198	8752	molybdate transmembrane-transporting ATPase activity	molecular_function	GO:0015412
121202	4929	cation transport	biological_process	GO:0006812
121202	5991	cation transmembrane transporter activity	molecular_function	GO:0008324
121202	9320	membrane	cellular_component	GO:0016020
121203	2658	metalloendopeptidase activity	molecular_function	GO:0004222
121203	3736	ATP binding	molecular_function	GO:0005524
121203	4639	proteolysis	biological_process	GO:0006508
121203	162	nucleotide binding	molecular_function	GO:0000166
121203	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
121203	9320	membrane	cellular_component	GO:0016020
121203	13056	protein catabolic process	biological_process	GO:0030163
121203	5939	zinc ion binding	molecular_function	GO:0008270
121203	9321	integral to membrane	cellular_component	GO:0016021
121203	2679	stromelysin 3 activity	molecular_function	GO:0004249
121203	5813	collagenase activity	molecular_function	GO:0008133
121203	5987	prenyl protein specific endopeptidase activity	molecular_function	GO:0008319
121203	13282	matrilysin-2 activity	molecular_function	GO:0030402
121206	3736	ATP binding	molecular_function	GO:0005524
121206	4927	transport	biological_process	GO:0006810
121206	8976	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	molecular_function	GO:0015662
121206	9320	membrane	cellular_component	GO:0016020
121206	12906	metal ion transport	biological_process	GO:0030001
121206	21295	metal ion binding	molecular_function	GO:0046872
121206	3722	copper ion binding	molecular_function	GO:0005507
121206	4940	copper ion transport	biological_process	GO:0006825
121206	10015	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	molecular_function	GO:0016820
121208	2290	catalytic activity	molecular_function	GO:0003824
121208	5830	metabolic process	biological_process	GO:0008152
121208	4261	glycolysis	biological_process	GO:0006096
121208	10063	intramolecular transferase activity, phosphotransferases	molecular_function	GO:0016868
121209	3708	binding	molecular_function	GO:0005488
121211	11484	phosphatase activator activity	molecular_function	GO:0019211
121212	2700	subtilase activity	molecular_function	GO:0004289
121212	4639	proteolysis	biological_process	GO:0006508
121212	5812	pancreatic elastase activity	molecular_function	GO:0008132
121212	5915	plasminogen activator activity	molecular_function	GO:0008243
121212	6602	serine-type signal peptidase activity	molecular_function	GO:0008991
121212	10004	proprotein convertase activity	molecular_function	GO:0016808
121214	3043	protein kinase activity	molecular_function	GO:0004672
121214	3736	ATP binding	molecular_function	GO:0005524
121214	4602	protein amino acid phosphorylation	biological_process	GO:0006468
121214	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
121214	3073	MAP kinase activity	molecular_function	GO:0004707
121216	4639	proteolysis	biological_process	GO:0006508
121216	5908	serine-type peptidase activity	molecular_function	GO:0008236
121216	2689	dipeptidyl-peptidase IV activity	molecular_function	GO:0004274
121216	9320	membrane	cellular_component	GO:0016020
121216	5912	tripeptidyl-peptidase activity	molecular_function	GO:0008240
121217	328	3-hydroxyanthranilate 3,4-dioxygenase activity	molecular_function	GO:0000334
121217	3721	iron ion binding	molecular_function	GO:0005506
121217	5830	metabolic process	biological_process	GO:0008152
121223	4143	carbohydrate metabolic process	biological_process	GO:0005975
121223	9821	oxidoreductase activity, acting on CH-OH group of donors	molecular_function	GO:0016614
121223	2773	glycerol-3-phosphate dehydrogenase (NAD+) activity	molecular_function	GO:0004367
121223	4240	glycerol-3-phosphate metabolic process	biological_process	GO:0006072
121223	6928	glycerol-3-phosphate dehydrogenase complex	cellular_component	GO:0009331
121223	9710	oxidoreductase activity	molecular_function	GO:0016491
121223	3930	cytoplasm	cellular_component	GO:0005737
121223	9823	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	GO:0016616
121223	20607	glycerol-3-phosphate catabolic process	biological_process	GO:0046168
121223	24535	NAD binding	molecular_function	GO:0051287
121228	3708	binding	molecular_function	GO:0005488
121232	2290	catalytic activity	molecular_function	GO:0003824
121232	5830	metabolic process	biological_process	GO:0008152
121232	22031	acylpyruvate hydrolase activity	molecular_function	GO:0047621
121236	5849	O-methyltransferase activity	molecular_function	GO:0008171
121236	9490	catechol O-methyltransferase activity	molecular_function	GO:0016206
121252	3727	protein binding	molecular_function	GO:0005515
121252	5939	zinc ion binding	molecular_function	GO:0008270
121253	3827	intracellular	cellular_component	GO:0005622
121253	19030	sequence-specific DNA binding	molecular_function	GO:0043565
121253	2176	DNA binding	molecular_function	GO:0003677
121264	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
121264	14302	cullin-RING ubiquitin ligase complex	cellular_component	GO:0031461
121264	14466	ubiquitin protein ligase binding	molecular_function	GO:0031625
121266	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
121266	4143	carbohydrate metabolic process	biological_process	GO:0005975
121266	2744	glucan 1,3-beta-glucosidase activity	molecular_function	GO:0004338
121267	12037	small conjugating protein ligase activity	molecular_function	GO:0019787
121267	19152	post-translational protein modification	biological_process	GO:0043687
121267	24495	regulation of protein metabolic process	biological_process	GO:0051246
121267	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
121267	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
121267	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
121267	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
121267	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
121268	3114	ribonucleoside-diphosphate reductase activity	molecular_function	GO:0004748
121268	6791	deoxyribonucleoside diphosphate metabolic process	biological_process	GO:0009186
121268	9710	oxidoreductase activity	molecular_function	GO:0016491
121268	21336	transition metal ion binding	molecular_function	GO:0046914
121272	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
121272	4643	ubiquitin cycle	biological_process	GO:0006512
121272	5939	zinc ion binding	molecular_function	GO:0008270
121272	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
121272	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
121272	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
121272	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
121283	9876	oxidoreductase activity, acting on sulfur group of donors, disulfide as acceptor	molecular_function	GO:0016671
121283	11802	protein metabolic process	biological_process	GO:0019538
121283	5795	peptide-methionine-(S)-S-oxide reductase activity	molecular_function	GO:0008113
121285	2175	nucleic acid binding	molecular_function	GO:0003676
121285	3727	protein binding	molecular_function	GO:0005515
121285	9525	RNA interference	biological_process	GO:0016246
121285	9669	RNA-induced silencing complex	cellular_component	GO:0016442
121288	8445	hydrogen ion transmembrane transporter activity	molecular_function	GO:0015078
121288	9691	proton-transporting two-sector ATPase complex	cellular_component	GO:0016469
121288	162	nucleotide binding	molecular_function	GO:0000166
121288	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
121288	9292	ATP synthesis coupled proton transport	biological_process	GO:0015986
121288	21355	hydrogen ion transporting ATP synthase activity, rotational mechanism	molecular_function	GO:0046933
121288	21380	hydrogen ion transporting ATPase activity, rotational mechanism	molecular_function	GO:0046961
121288	4877	ATP biosynthetic process	biological_process	GO:0006754
121288	6204	hydrogen-exporting ATPase activity, phosphorylative mechanism	molecular_function	GO:0008553
121288	9321	integral to membrane	cellular_component	GO:0016021
121288	2390	hydrogen-transporting two-sector ATPase activity	molecular_function	GO:0003936
121288	19729	proton-transporting ATP synthase complex	cellular_component	GO:0045259
121295	4994	intracellular protein transport	biological_process	GO:0006886
121295	5939	zinc ion binding	molecular_function	GO:0008270
121296	4894	Mo-molybdopterin cofactor biosynthetic process	biological_process	GO:0006777
121296	2373	FMN adenylyltransferase activity	molecular_function	GO:0003919
121300	162	nucleotide binding	molecular_function	GO:0000166
121300	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
121300	3736	ATP binding	molecular_function	GO:0005524
121301	3173	alanine-tRNA ligase activity	molecular_function	GO:0004813
121301	3736	ATP binding	molecular_function	GO:0005524
121301	3930	cytoplasm	cellular_component	GO:0005737
121301	4556	translation	biological_process	GO:0006412
121301	4562	alanyl-tRNA aminoacylation	biological_process	GO:0006419
121301	10071	ligase activity, forming aminoacyl-tRNA and related compounds	molecular_function	GO:0016876
121301	18535	tRNA aminoacylation	biological_process	GO:0043039
121303	3546	transporter activity	molecular_function	GO:0005215
121303	4927	transport	biological_process	GO:0006810
121303	9320	membrane	cellular_component	GO:0016020
121304	2227	structural constituent of ribosome	molecular_function	GO:0003735
121304	3827	intracellular	cellular_component	GO:0005622
121304	4025	ribosome	cellular_component	GO:0005840
121304	4556	translation	biological_process	GO:0006412
121317	2903	inositol-3-phosphate synthase activity	molecular_function	GO:0004512
121317	4189	inositol biosynthetic process	biological_process	GO:0006021
121317	6286	phospholipid biosynthetic process	biological_process	GO:0008654
121318	586	chromatin	cellular_component	GO:0000785
121318	2180	chromatin binding	molecular_function	GO:0003682
121318	3838	nucleus	cellular_component	GO:0005634
121318	4483	chromatin assembly or disassembly	biological_process	GO:0006333
121318	3736	ATP binding	molecular_function	GO:0005524
121318	10082	ATPase activity	molecular_function	GO:0016887
121318	162	nucleotide binding	molecular_function	GO:0000166
121318	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
121318	3708	binding	molecular_function	GO:0005488
121323	4927	transport	biological_process	GO:0006810
121323	9320	membrane	cellular_component	GO:0016020
121325	9985	hydrolase activity	molecular_function	GO:0016787
121333	2196	transcription factor activity	molecular_function	GO:0003700
121333	3838	nucleus	cellular_component	GO:0005634
121333	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
121333	5939	zinc ion binding	molecular_function	GO:0008270
121362	3043	protein kinase activity	molecular_function	GO:0004672
121362	3736	ATP binding	molecular_function	GO:0005524
121362	4602	protein amino acid phosphorylation	biological_process	GO:0006468
121362	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
121362	3052	protein kinase CK2 activity	molecular_function	GO:0004682
121365	2356	DNA-directed RNA polymerase activity	molecular_function	GO:0003899
121365	4499	transcription	biological_process	GO:0006350
121371	4283	electron transport	biological_process	GO:0006118
121371	9834	oxidoreductase activity, acting on the CH-CH group of donors	molecular_function	GO:0016627
121371	5830	metabolic process	biological_process	GO:0008152
121372	3721	iron ion binding	molecular_function	GO:0005506
121372	9506	iron-sulfur cluster assembly	biological_process	GO:0016226
121372	24783	iron-sulfur cluster binding	molecular_function	GO:0051536
121372	3727	protein binding	molecular_function	GO:0005515
121377	2196	transcription factor activity	molecular_function	GO:0003700
121377	3838	nucleus	cellular_component	GO:0005634
121377	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
121377	5939	zinc ion binding	molecular_function	GO:0008270
121379	4639	proteolysis	biological_process	GO:0006508
121379	5905	peptidase activity	molecular_function	GO:0008233
121380	2888	monooxygenase activity	molecular_function	GO:0004497
121380	3721	iron ion binding	molecular_function	GO:0005506
121380	4283	electron transport	biological_process	GO:0006118
121380	12251	heme binding	molecular_function	GO:0020037
121380	6060	sterol 14-demethylase activity	molecular_function	GO:0008398
121382	9320	membrane	cellular_component	GO:0016020
121382	12906	metal ion transport	biological_process	GO:0030001
121382	21296	metal ion transmembrane transporter activity	molecular_function	GO:0046873
121385	2623	serine carboxypeptidase activity	molecular_function	GO:0004185
121385	4639	proteolysis	biological_process	GO:0006508
121385	2625	carboxypeptidase D activity	molecular_function	GO:0004187
121387	9321	integral to membrane	cellular_component	GO:0016021
121392	9564	CoA hydrolase activity	molecular_function	GO:0016289
121392	9566	acyl-CoA thioesterase activity	molecular_function	GO:0016291
121395	2349	CTP synthase activity	molecular_function	GO:0003883
121395	4382	pyrimidine nucleotide biosynthetic process	biological_process	GO:0006221
121400	2290	catalytic activity	molecular_function	GO:0003824
121400	5830	metabolic process	biological_process	GO:0008152
121400	2444	acyl-CoA ligase activity	molecular_function	GO:0003996
121400	3135	succinate-CoA ligase activity	molecular_function	GO:0004774
121400	8961	fatty-acid ligase activity	molecular_function	GO:0015645
121400	11147	perillyl-CoA synthetase activity	molecular_function	GO:0018853
121400	11148	3-isopropenyl-6-oxoheptanoyl-CoA synthetase activity	molecular_function	GO:0018854
121400	11149	2-oxo-delta3-4,5,5-trimethylcyclopentenylacetyl-CoA synthetase activity	molecular_function	GO:0018855
121400	11150	benzoyl acetate-CoA ligase activity	molecular_function	GO:0018856
121400	11151	2,4-dichlorobenzoate-CoA ligase activity	molecular_function	GO:0018857
121400	19223	branched-chain acyl-CoA synthetase (ADP-forming) activity	molecular_function	GO:0043759
121400	19226	aryl-CoA synthetase (ADP-forming) activity	molecular_function	GO:0043762
121405	2175	nucleic acid binding	molecular_function	GO:0003676
121405	3827	intracellular	cellular_component	GO:0005622
121405	5939	zinc ion binding	molecular_function	GO:0008270
121408	6668	macromolecule biosynthetic process	biological_process	GO:0009059
121408	13069	integral to endoplasmic reticulum membrane	cellular_component	GO:0030176
121409	2615	aminopeptidase activity	molecular_function	GO:0004177
121409	3962	vacuole	cellular_component	GO:0005773
121409	4639	proteolysis	biological_process	GO:0006508
121409	5939	zinc ion binding	molecular_function	GO:0008270
121409	18087	aspartyl aminopeptidase activity	molecular_function	GO:0042576
121419	2632	pepsin A activity	molecular_function	GO:0004194
121419	4639	proteolysis	biological_process	GO:0006508
121425	5765	N-acetyltransferase activity	molecular_function	GO:0008080
121425	5830	metabolic process	biological_process	GO:0008152
121425	2972	peptide alpha-N-acetyltransferase activity	molecular_function	GO:0004596
121436	2227	structural constituent of ribosome	molecular_function	GO:0003735
121436	3827	intracellular	cellular_component	GO:0005622
121436	4025	ribosome	cellular_component	GO:0005840
121436	4556	translation	biological_process	GO:0006412
121438	162	nucleotide binding	molecular_function	GO:0000166
121438	3172	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
121438	3736	ATP binding	molecular_function	GO:0005524
121438	3930	cytoplasm	cellular_component	GO:0005737
121438	4556	translation	biological_process	GO:0006412
121438	4561	tRNA aminoacylation for protein translation	biological_process	GO:0006418
121438	3188	serine-tRNA ligase activity	molecular_function	GO:0004828
121438	4577	seryl-tRNA aminoacylation	biological_process	GO:0006434
121444	2968	pantoate-beta-alanine ligase activity	molecular_function	GO:0004592
121444	9246	pantothenate biosynthetic process	biological_process	GO:0015940
121444	2290	catalytic activity	molecular_function	GO:0003824
121444	6667	biosynthetic process	biological_process	GO:0009058
121446	21295	metal ion binding	molecular_function	GO:0046872
121446	2994	phospholipase activity	molecular_function	GO:0004620
121446	9570	lipase activity	molecular_function	GO:0016298
121446	11033	1-oxa-2-oxocycloheptane lactonase activity	molecular_function	GO:0018731
121446	11034	sulfolactone hydrolase activity	molecular_function	GO:0018732
121446	11035	3,4-dihydrocoumarin hydrolase activity	molecular_function	GO:0018733
121446	11036	butyrolactone hydrolase activity	molecular_function	GO:0018734
121448	2176	DNA binding	molecular_function	GO:0003677
121449	2227	structural constituent of ribosome	molecular_function	GO:0003735
121449	3827	intracellular	cellular_component	GO:0005622
121449	4025	ribosome	cellular_component	GO:0005840
121449	4556	translation	biological_process	GO:0006412
121461	4429	DNA replication initiation	biological_process	GO:0006270
121464	7744	FMN binding	molecular_function	GO:0010181
121464	9710	oxidoreductase activity	molecular_function	GO:0016491
121464	2412	NADPH dehydrogenase activity	molecular_function	GO:0003959
121467	9367	mRNA metabolic process	biological_process	GO:0016071
121467	13392	ribonucleoprotein complex	cellular_component	GO:0030529
121470	2216	RNA binding	molecular_function	GO:0003723
121470	2227	structural constituent of ribosome	molecular_function	GO:0003735
121470	3827	intracellular	cellular_component	GO:0005622
121470	4025	ribosome	cellular_component	GO:0005840
121470	4556	translation	biological_process	GO:0006412
121470	2175	nucleic acid binding	molecular_function	GO:0003676
121472	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
121472	4143	carbohydrate metabolic process	biological_process	GO:0005975
121472	2290	catalytic activity	molecular_function	GO:0003824
121472	13135	carbohydrate binding	molecular_function	GO:0030246
121472	16745	glucan 1,3-alpha-glucosidase activity	molecular_function	GO:0033919
121489	9292	ATP synthesis coupled proton transport	biological_process	GO:0015986
121489	9691	proton-transporting two-sector ATPase complex	cellular_component	GO:0016469
121489	21355	hydrogen ion transporting ATP synthase activity, rotational mechanism	molecular_function	GO:0046933
121489	21380	hydrogen ion transporting ATPase activity, rotational mechanism	molecular_function	GO:0046961
121497	3117	ribose-5-phosphate isomerase activity	molecular_function	GO:0004751
121497	6661	pentose-phosphate shunt, non-oxidative branch	biological_process	GO:0009052
121499	9985	hydrolase activity	molecular_function	GO:0016787
121499	3087	phosphoprotein phosphatase activity	molecular_function	GO:0004721
121499	3089	calcium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004723
121499	3090	magnesium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004724
121499	4132	magnesium-dependent protein serine/threonine phosphatase complex	cellular_component	GO:0005963
121499	6080	CTD phosphatase activity	molecular_function	GO:0008420
121499	6240	calcium-dependent protein serine/threonine phosphatase regulator activity	molecular_function	GO:0008597
121499	10186	myosin phosphatase activity	molecular_function	GO:0017018
121499	10187	myosin phosphatase regulator activity	molecular_function	GO:0017020
121499	10190	myosin phosphatase complex	cellular_component	GO:0017023
121503	7744	FMN binding	molecular_function	GO:0010181
121503	9710	oxidoreductase activity	molecular_function	GO:0016491
121503	9701	negative regulation of transcription	biological_process	GO:0016481
121503	2408	NAD(P)H dehydrogenase (quinone) activity	molecular_function	GO:0003955
121515	2246	actin binding	molecular_function	GO:0003779
121515	12936	actin cytoskeleton organization and biogenesis	biological_process	GO:0030036
121540	210	tRNA-intron endonuclease activity	molecular_function	GO:0000213
121540	211	tRNA-intron endonuclease complex	cellular_component	GO:0000214
121540	4535	tRNA splicing	biological_process	GO:0006388
121542	4924	nitrogen compound metabolic process	biological_process	GO:0006807
121542	10005	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular_function	GO:0016810
121542	252	nitrilase activity	molecular_function	GO:0000257
121545	3737	GTP binding	molecular_function	GO:0005525
121545	4050	microtubule	cellular_component	GO:0005874
121545	5112	microtubule-based process	biological_process	GO:0007017
121545	18722	protein complex	cellular_component	GO:0043234
121545	24507	protein polymerization	biological_process	GO:0051258
121545	2378	GTPase activity	molecular_function	GO:0003924
121553	9321	integral to membrane	cellular_component	GO:0016021
